	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	P68	P69	P70	P71	P72	P73	P74	P75	P76	P77	P78	P79	P80	P81	P82	P83	P84	P85	P86	P87	P88	P89	P90	P91	P92	P93	P94	P95	P96	P97	P98	P99	P100	P101	P102	P103	P104	P105	P106	P107	P108	P109	P110	P111	P112	P113	P114	P115	P116	P117	P118	P119	P120	P121	P122	P123	P124	P125	P126	P127	P128	P129	P130	P131	P132	P133	P134	P135	P136	P137	P138	P139	P140	P141	P142	P143	P144	P145	P146	P147	P148	P149	P150	P151	P152	P153	P154	P155	P156	P157	P158	P159	P160	P161	P162	P163	P164	P165	P166	P167	P168	P169	P170	P171	P172
PYRIMIDINE_CATABOLISM	0.801366162110461	0.566876505261286	0.738090156276345	0.654989375978853	0.330804446478451	0.670492897989939	0.467694862854665	0.375123718864613	0.48223403774904	0.422993910282648	0.356466884850713	0.595909516215202	0.553147810182467	0.249536608531194	0.399489423944089	0.332284387299812	0.503837485970148	0.452848287085224	0.240553153824533	0.335870960592195	0.279126503786476	0.338108563083491	0.267546460085079	0.51061567914804	0.447992953132983	0.470729625199538	0.593586438105476	0.40435724498381	0.501466263442567	0.455007379692723	0.411899643633137	0.565373082754429	0.597170921894303	0.360373324683272	0.58611144853926	0.155137920691661	0.304529016422214	0.195486660161384	0.51624544659056	0.450492021515293	0.339631908243816	0.444657123587626	0.56484987857044	0.661409969319342	0.218336208647351	0.573157970678446	0.302549199870266	0.557787618598822	0.285285622957447	0.480811467887531	0.141816096105936	0.476845260844151	0.60185378663111	0.427383854459996	0.499645413206693	0.598872736688202	0.283280943512361	0.364503407323764	0.308914960944882	0.90521091543917	0.407371169330763	0.563853779862417	0.259151862622342	0.477385712450846	0.52444074218354	0.407256557728419	0.546438202340402	0.481432227906804	1	0.269251967925384	0.391000605180672	0.473325438145733	0.527721609904608	0.368573961847288	0.27140447904275	0.390938645524248	0.25862491975921	0.723693952011735	0.374148169661828	0.39163891985477	0.610239063093436	0.365918255702087	0.540658864733935	0.349825090320564	0.366336926687816	0.485377540888785	0.174325266395492	0.177795780908633	0.09819956814938	0.0388299439355245	0.160310692503698	0.40790517579044	0.321849874653387	0.205648477250955	0.273062464668796	0.335423607845261	0.201391916079271	0.295533231162741	0.26965064610517	0.262956710108198	0.220084007688175	0.209282485692287	0.214988164032969	0.156234997802274	0.213941088283527	0.194942152207515	0.203771535963965	0.183038313723697	0.257969821168368	0.295960601228713	0.2564852582307	0.258225098655057	0.263252522422634	0.271710066612145	0.253676028069859	0.178172018836488	0.180320282507983	0.163974045948401	0.292556737761383	0.232720257059758	0.188219974970512	0.209420403436858	0.176370721358116	0.0791786488192914	0.102888778313153	0.288038598777775	0.190421177209287	0.185071672617275	0.0973122841892943	0.175170648799355	0.200665239920008	0.248876782299054	0.0448508805708306	0	0.170053136459446	0.041283522063572	0.166963452600023	0.133844902551609	0.168072484464004	0.27956990510547	0.108461885476381	0.136474288838412	0.268386800019569	0.187101241057055	0.264057413271857	0.207283917407692	0.0611890238592863	0.335164194850158	0.181537702353848	0.198007696312331	0.248280076647099	0.272969075331624	0.396577563823057	0.315851670195239	0.175669168506971	0.321772179389064	0.350340738272763	0.225747398053302	0.219703399631943	0.2374945687964	0.336010153400913	0.211111509500567	0.229961975569752	0.15213354281722	0.131730756656973	0.222722483811412	0.191300144135896	0.119101888839803	0.135292171664011	0.0971798891347591	0.49406421844331	0.216681885030499
APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS	0.615460473334576	0.929406752869215	0.977232033954949	0.828879969691691	0.76570528712822	0.872998637293204	0.883033228209994	0.818763934725234	0.779700269265888	0.702378514437242	0.789989766310203	0.925890509050229	0.928375035693981	0.658732154969514	0.726298584534151	0.722077894370447	1	0.697790163805672	0.619996619913325	0.832005238993725	0.800854501399619	0.804178033074063	0.803598663016748	0.901629281241046	0.785157275136916	0.796514395072072	0.830725888405211	0.857239492856752	0.945518265636822	0.681969632467846	0.641648802088557	0.717447860277023	0.877132053309322	0.815908290314425	0.707783443131295	0.804934419033097	0.864940388374483	0.801906301325969	0.817820751480398	0.902188102922497	0.647222240210275	0.727926632100578	0.666192507402285	0.933998002127186	0.774082017816886	0.741662931460104	0.744212890311305	1	0.515733362078128	0.955676064344159	0.810859523379683	0.907996440718637	0.862234226351235	0.671531696870653	0.694125870030479	0.875948308206453	0.635296686656201	0.715484262774483	0.90759926776291	0.615460473334576	0.853778179239593	0.912288088599979	0.756061386383018	0.838734917612296	0.938793528796145	0.906627418066178	0.819496610331857	0.657930389156529	0.615460473334576	0.880322926377708	0.922071221693178	0.841331456357634	0.758467603863264	0.773424433222284	0.671531696870653	0.848979194758838	0.728596194097353	1	0.966781654466434	0.962768494863916	0.91574473517711	0.798898488737411	0.867658559714546	0.827359680067007	0.729851360402983	0.645809654523674	0.416163409939835	0.439036146014338	0.262572735652946	0.489077777215727	0.478053606918759	0.453749600912609	0.516858120316813	0.516275567271142	0.278855915390404	0.540071615857227	0.534279217074418	0.531360733612398	0.512600495402983	0.615460473334576	0.436276169765413	0.521530643488483	0.289979974474723	0.516603645240125	0.494505128060963	0.522475762190698	0.506112622795659	0.511896190305449	0.519952068903408	0.552609377766506	0.502307183590289	0.523148675336092	0.448033301192266	0.450855388224831	0.469817692685305	0.447784314631915	0.524348750868135	0.48643766208689	0.480448869540968	0.526369527379027	0.438826310638004	0.308628464348095	0.475149117139122	0.503355134253943	0.540912330035542	0.53339679952713	0.446115008776092	0.442335888824997	0.459384138407763	0.511036737835929	0.527518697974193	0.448324863971932	0.54423658812576	0.525029181913607	0.475916440774042	0.493464893349512	0.499247885044808	0.549357405632625	0.49116243974091	0.513891687755964	0.49644791417687	0.37193665843113	0.522604435010408	0.497933437875377	0.510370483741515	0.351330742201456	0.390421164007134	0.414825357261985	0.457187454407342	0.296890157280214	0.457159926893889	0.515379858219256	0.537541060186719	0.5328819008456	0.324425535491605	0.536024994194701	0.562525305401168	0.49396370677895	0.503767602920262	0.431325726991264	0.424461932595949	0.299871124057004	0.405362487973362	0.40752656098118	0.45616120878192	0.291412717549837	0.384943482753814	0.28621600145247	0.378622078322381	0.328956831132343	0	0.459225965148658
BILE_ACID_AND_BILE_SALT_METABOLISM	0.0852059262249929	0.514351387994659	0.560618554628926	0.511800981653721	0.343367041449489	0.628262424503501	0.796018034037074	0.454205672424948	0.631906685423431	0.365901761839731	0.508096097015988	0.559859375301297	0.584937561742371	0.0671548077123084	0.56803884111372	0.485102575670981	0.719246823967557	0.695199856750683	0.135956516240282	0.363432221275153	0.627430012318469	0.298786137807249	0.652018640687231	0.732585814286992	0.632071764868258	0.681544715192363	0.601922276403376	0.707945703013947	0.569400631111805	0.646926732703823	0.0859036568796021	0.77360359941117	0.57437303978852	0.522366810723634	0.647430419297107	0.82518557158856	0.488545461069867	0.436517790599675	0.509476408855125	0.476533338079099	0.148786371708389	0.542704685843042	0.802807967518605	0.624712206749422	0.302075894547236	0.815090959486696	0.274595339806615	0.508096097015988	0.254780933284287	0.516833695450668	0.520171040591973	0.800617812217153	0.657443266797608	0.904542535083345	0.487078785232654	0.667922577979592	0.244327419216615	0.577760061115526	0.516055031823763	0.0973740383511427	0.813875575199779	0.510925068095546	0.381944827838218	0.525612751960709	0.607198101319	0.594124541509748	0.436945919956546	0.179748243820938	0	0.854588238581373	0.653184686386406	0.672010317257346	0.767146140604358	0.558299904346401	0.103261092727485	0.520708909790713	0.574833624544679	0.514218370292328	0.509476408855125	0.441851369075974	0.549188503520159	0.621600656290909	1	0.669319735840612	0.505889040167038	0.0773249491159891	0.363192351415897	0.350667943602847	0.425145645437318	0.303171668543895	0.335158742410492	0.376718692282066	0.289716609726891	0.294051814431905	0.46805776712857	0.277740157494575	0.299781253520303	0.256747540950602	0.30519943584029	0.239023909875908	0.372447766421622	0.310200355231029	0.40956503031442	0.28700007494346	0.306561635363939	0.287213366646828	0.346618672556988	0.291089226893544	0.313135480534335	0.291113310202138	0.338199012119003	0.328202445705828	0.354093211744171	0.352176048345134	0.349223141706689	0.378593907784902	0.310901581925522	0.342517012106384	0.314019143041546	0.292353637417941	0.369110724033628	0.387306058125671	0.319739223132137	0.314580512876865	0.30321198063487	0.35693031387651	0.348576400741811	0.357952557425306	0.326080494215824	0.29889055676532	0.306809219606502	0.387066372312285	0.277391506129552	0.296770076006891	0.31769031995733	0.300253868151134	0.323793618900065	0.273936307527901	0.302187079505423	0.311589813427556	0.328034768460456	0.390129607106668	0.282662799557946	0.308442978676759	0.295032519785027	0.392347992374244	0.399026341099918	0.351989967235692	0.317007707583877	0.554678935626222	0.366460092232693	0.273406217715563	0.25549622262898	0.294735584232694	0.434822098985004	0.250250791424372	0.237121940480332	0.316008744765192	0.344657059331117	0.361018546254998	0.378161374404967	0.558921984364673	0.355541041789489	0.347585050267471	0.351992187850799	0.418374172078617	0.406836490683727	0.390100913881862	0.415112536711266	0.406032995012874	0.63025466967224	0.313707655685864
SIGNALING_BY_RHO_GTPASES	1	0.77945480030085	0.84201395180957	1	0.552565064284536	0.844950699713946	0.761322914936699	0.466373705252249	0.676696789678484	0.594923182990192	0.524855237671701	0.89694168017573	0.812851676271057	0.634917981999869	0.680712806758875	0.527558337236334	0.865259503929662	0.589525538439765	0.712594220584111	0.475981452095584	0.544435968532363	0.385734932386273	0.596934485797969	0.566773752675673	0.79058047803479	0.808805616891353	0.900256500764981	0.554828457399427	0.828252009944044	0.859171448934121	0.641660703794791	0.966040442118131	0.836866068395877	0.892092941712107	0.889907310284064	0.548415635040072	0.514538826049444	0.508614146633462	0.825067644279603	0.724779781850064	0.5971595474135	1	0.718679547723335	1	0.479647838334291	0.759246431040714	0.603266070736349	0.89792534644815	0.352709797078738	0.856380021092614	1	0.842593888526841	0.763315107142188	0.580628514135473	0.7431151416518	1	0.380778412292602	0.699756380688386	0.49775307195025	1	0.520241052887287	0.785896857542197	0.602105208900392	0.477336050474582	0.757597393376015	0.722859303340917	0.827600715428569	0.637345475503768	1	0.609511001280662	0.673775157480539	0.784440506756608	0.732039983725942	0.720059666367953	0.688909131877362	0.543837939759117	0.512286165851997	0.863809897194002	0.832857263751508	0.892428927142367	0.79442848871507	0.710108313931738	1	0.537235720279646	0.441771276904135	0.906733105801294	0.145741141804262	0.193285322066771	0.0143764981160038	0.263582386945096	0.265494908748774	0.409426702321742	0.356740881396862	0.312986070892661	0	0.367771362522012	0.308178712423354	0.376384279309743	0.367174855033994	0.514517472988309	0.198722250641055	0.336163643062337	0.0601965884497649	0.339889161488951	0.269884317975049	0.323764304292873	0.337864207722495	0.319641040668646	0.335796830337203	0.351271955992603	0.321742918816074	0.265450223255623	0.242300956854887	0.248523510221706	0.27364859269954	0.167112035681527	0.28829681446978	0.248809235469498	0.288799438561477	0.340505984438362	0.194222529647035	0.11493370634442	0.234053657950078	0.275396786951809	0.289205990158129	0.415156367232584	0.245311718188703	0.174633829194899	0.177478522269167	0.287040676929457	0.343376826839656	0.281642252318323	0.306782283294504	0.335575397846779	0.26945476139399	0.249535214602015	0.261588107559563	0.292341694706409	0.317135232766442	0.301132256115381	0.223561239982679	0.0748007942027898	0.326238672493484	0.241820069690581	0.36576329756676	0.115612662555861	0.0370588960109012	0.307690138210893	0.247726054557984	0	0.190951027659341	0.334702046460694	0.371635727730628	0.399082585943724	0	0.372955034889268	0.437220316900845	0.280456609246798	0.305253006260218	0.225411211160367	0.288855120781914	0.081689743097217	0.147868277782765	0.108974394509304	0.200785151491948	0.0347419639488558	0.139776484446353	0.026477047265707	0.0850807295426052	0	0	0.273445735382001
SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS	0.102594880585632	0.54098566525737	0.570407500450288	0.521450077288015	0.330229049199368	0.634519570205504	0.816495080797617	0.456312933336205	0.647617189903713	0.364310813069895	0.514356977059254	0.563594920159745	0.59251991521097	0.0533166768827727	0.57809898999782	0.48829726239806	0.737277079319442	0.704435654006497	0.135382812637522	0.346407753442588	0.6444953287838	0.292510400330498	0.66640167676332	0.751388669610671	0.645015651562359	0.693777516805612	0.608593999733805	0.725886828358528	0.583477069023992	0.661637971205471	0.0927812689345251	0.793897011473373	0.576881281604234	0.534405109602212	0.660881767526054	0.83286096176224	0.545252231319935	0.438498247989257	0.514937242661573	0.478234099526331	0.152097941640031	0.575217876211483	0.828515524691825	0.637959129641641	0.302903360075558	0.838102686002971	0.277430731684966	0.502110549786313	0.256918154899459	0.52017366380055	0.521450077288015	0.817042527759507	0.670927435589864	0.910873994197341	0.491434306069945	0.680801240300341	0.244414701673102	0.586859921785493	0.521450077288015	0.120308343449294	0.832594484445646	0.515787679549197	0.380779553916392	0.523198195688441	0.62479173408305	0.610369296712828	0.442048228963407	0.20220175178488	0	0.871068214117034	0.66720176146704	0.685665797030764	0.786002606173784	0.576881281604234	0.117423420613411	0.5300992534803	0.590120980899836	0.528771957191679	0.514937242661573	0.441462997889623	0.560580681751299	0.635558601557707	1	0.682447918672901	0.505864662103132	0.0755233018714923	0.369040835539422	0.346591504281736	0.420948640408699	0.315539487756356	0.332662249615083	0.364933507566105	0.296512693679128	0.304117269456224	0.454993572969692	0.285656100795987	0.304372817793611	0.265698456341852	0.308106657107613	0.233970528832309	0.374435217041591	0.315432092281736	0.408777500724437	0.294004917327385	0.307204217644323	0.295642888102596	0.352479996026013	0.288187277386205	0.325749758274762	0.303705169048391	0.342441399251451	0.331492385028951	0.356475876228296	0.350842443988288	0.354554389887902	0.387823664484887	0.317855536082259	0.350377227592704	0.306095949021027	0.296707040994818	0.367477152067919	0.377277367618351	0.321594206265273	0.313484272549896	0.310722919555537	0.363142764825172	0.352485524444261	0.368264519953781	0.334086124250636	0.305000786762654	0.3155711501672	0.379351781742468	0.289157477378182	0.303437725631263	0.316073172221605	0.300794670393254	0.33275508082304	0.275039508312025	0.306324102135818	0.317058071790904	0.336410562914718	0.389334981969201	0.292820428341995	0.310949979834677	0.295438906032178	0.386774799220933	0.403959922607316	0.337067106075029	0.320108718586363	0.543213230960887	0.371333341579339	0.272891932607461	0.264138047461895	0.298924820773424	0.429477453784436	0.255183817244457	0.24121041688885	0.311472902169986	0.34736527840464	0.360154141552758	0.369781302704592	0.580164008127716	0.350288772900733	0.347885944858496	0.359254768822913	0.414214616787795	0.406698864063699	0.383043902575879	0.414776135826612	0.405891325951058	0.638081016423027	0.316994304390583
METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	0.471770049531114	0.295381704071942	0.62026842669838	0.54960676796452	0.217266648810792	0.30506917097897	0.348855029079724	0.289544473051751	0.386097314578859	0.377444993814691	0.529342485826446	0.301646808531153	0.202897004011348	0.503073643246779	0.356604173638339	0.584885917107847	0.442475205090035	0.320690541114306	0.667815637024142	0.290368768928319	0.522181932140254	0.290169222269206	0.384672605179068	0.348180631223747	0.285060626389881	0.238153723069718	0.536310857878247	0.210682725737272	0.474874869884201	0.281729333249277	0.600764943302973	0.445684543552915	0.358301788430776	0.55573647180981	0.378128267938996	0.298502550356386	0.296095174383528	0.282315500958993	0.542488927035531	0.287085521204191	0.471971963921716	0.210682725737272	0.43673799927991	0.360991643597814	0.21872912107245	0.36810389630725	0.214015073276772	0.33472579714166	0.286990079494078	0.408170401330186	0.508999446385396	0.363947172802415	0.322121131392159	0.361924797322323	0.475885451670783	0.351067815100089	0.818341246435418	0.578732384603642	0.385472927010797	0.655850299923586	0.281123513670453	0.390477895604073	0.325107616949223	0.248677516868142	0.591447225026461	0.507261920210163	0.586217695594153	0.626048976151259	0.460933904162786	0.514818981886673	0.302970615905267	0.421649859214673	0.527274167935827	1	0.624593774977982	0.602633108796097	0.226365174078316	0.36810389630725	0.564806789020593	0.314593644603112	0.28916496841727	0.577558683349179	0.598681810071341	0.432321287748382	0.287255809919669	0.684976100387948	0.162736062553926	0.155606249896055	0.0575189610598222	0.306656699232745	0.258128303486215	0.246330541129621	0.362923105464331	0.320690541114306	0.095367309768074	0.353724447738518	0.382895691499533	0.374258544238209	0.341454458266396	0.3219168169338	0.180032770319437	0.383999085841445	0.0423793518945993	0.301311990027284	0.212815975684231	0.304329934688841	0.320823602828552	0.360456146536032	0.37370211651305	0.362296458401144	0.236430186021755	0.283076631328231	0.19392118362351	0.182220075131574	0.236997723992723	0.219229558873273	0.278478196844633	0.277718511896784	0.21340534007496	0.335918429975041	0.164535905692341	0.0607308638330848	0.166309785599194	0.247288431698669	0.292905068012674	0.344087388779855	0.21836947155516	0.22933668161989	0.125124817881477	0.284650448895359	0.317076056669961	0.234261705688243	0.367027243095654	0.355989510597286	0.269834595146692	0.308744732069441	0.282859270549667	0.332376151324309	0.310769917726559	0.287380615652156	0.182828877707215	0.0893228210746916	0.400315668294129	0.291883781293051	0.48246408941283	0.165556551578796	0.126530405129039	0.175129948798647	0.278806822975231	0.106061642739124	0.182951968184461	0.283319116396784	0.366539373705428	0.330920065059534	0.0579999464401292	0.374752741162419	0.379841478984276	0.263217678781915	0.311420846449849	0.149364474388305	0.180164952550157	0.0543417772699323	0.103847483295662	0.0694829693179851	0.117378093210291	0.0372298012615339	0.0502086455331131	0	0.101000022152205	0.0529048538012816	0.327002355524575	0.246587204582254
SIGNALING_BY_SCF_KIT	0.666304808627555	0.825553647851002	0.84842079440536	0.74578730227192	0.404473172134546	0.9246752312675	0.494735062693012	0.387620678876099	0.486075041157515	0.525327515842626	0.481222803298676	0.900631273287952	0.85640479255088	0.531974382227054	0.592605315587275	0.439942456462421	0.856918560008865	0.488562602943145	0.6310951705074	0.353751689172798	0.447777445005665	0.318064874705892	0.486939134437763	0.651780070729314	0.739459832892185	0.781611781281671	0.920921753509086	0.401830592765299	0.956507773124235	0.720785167239812	0.616558352665999	0.837964791421099	0.879126176019935	0.832287967560189	0.868523307469101	0.405420520660784	0.38366190365683	0.386429937417041	0.81108860486223	0.482665738715783	0.524197056714648	0.76407602334208	0.611145233145121	0.779805568648751	0.36824237489046	0.572046144383795	0.46127672438731	0.992915872564887	0.305653267319329	0.839683263867527	0.720053333949797	0.698888046283396	0.717621715226873	0.528330071985857	0.717577233972015	0.893083039216654	0.349826804158608	0.559793211838994	0.430226928414317	0.63779261836602	0.372924785608064	0.737365940943311	0.510439398088733	0.355790218724622	0.686115522157021	0.59775944430106	0.764595759937862	0.559793211838994	1	0.484953260645156	0.480274180690505	0.718055040383419	0.731436889343202	0.677300363615353	0.572046144383795	0.532916261007143	0.405420520660784	0.723192371506455	0.712951758041923	0.726706516463894	0.812931972884614	0.646576349330908	0.632193773205289	0.424992673223145	0.353048390570505	0.518044366252996	0.117344422807029	0.150069787603228	0	0.17864106046925	0.179757845707844	0.257573940083394	0.228733477276503	0.212817934309081	0	0.243176265323658	0.212193003743044	0.263092450824835	0.263092450824835	0.339885289547549	0.142126538443497	0.240579749731959	0.0067171476637111	0.239286743980534	0.264721787689715	0.241472249788538	0.21554718619864	0.198050416324406	0.220984535103561	0.233464389477995	0.212515702992365	0.195665367094585	0.168144912489506	0.17040423687474	0.1813256949709	0.128874740037637	0.225197215564782	0.193776562523702	0.202267126568466	0.260946698993738	0.128201874682267	0.0560043615887668	0.182944425604339	0.199960697980816	0.281986224948181	0.329464749914927	0.175155097538897	0.121710562970912	0.151273992046827	0.227706641184021	0.222982067582655	0.31446697268336	0.252694658691594	0.218079950798743	0.180158082443096	0.193048633586624	0.193273830145209	0.247508357245263	0.281258372168773	0.213598375566035	0.189002228270093	0.0356382400158967	0.203769810582297	0.286510755670264	0.250455453966541	0.0543706978945848	0.0543618905301352	0.213413252235001	0.166226680682767	0	0.105506643509466	0.258273510025985	0.254687040766956	0.264470707301686	0	0.246311028968844	0.345061548244804	0.197818653875927	0.212834121201327	0.143597951139592	0.294799766681313	0	0.0710253068864207	0.0838040568608244	0.22178911045271	0	0.0933790514325545	0.00850891003287339	0.0611417177544478	0	0.110966584027351	0.190911447082623
DAG_AND_IP3_SIGNALING	0.877576211065366	0.875332859254012	1	0.742526316253795	0.238804740324253	0.868946138726151	0.722665454312714	0.488151374320538	0.746293538394295	0.418552385866144	0.727798193433177	0.899337618693922	0.78348025189255	0.583782868571886	0.49306492764098	0.111722966291275	0.919378326758929	0.312532305179963	0.686692427648337	0.727214237754715	0.718277931297162	0.311709493769612	0.323940545803603	0.514684716810005	0.80186713639002	0.502070819357001	1	0.729730086627205	0.87241684675668	0.777656737576674	0.736323005149781	0.74657301873665	0.878906349919897	0.970351917219789	0.70580926901137	0.578859699550215	0.494140344347822	0.290228865831455	0.788597907848193	0.714622797829007	0.371818782266289	0.488151374320538	0.745175617024877	0.876317812013993	0.309895037788471	0.716518434104124	0.331731827982641	0.508910707600059	0.199519218504302	0.8734278068601	0.553074146187481	0.79326305899642	0.730927155540701	0.391907832475702	0.734854536582305	0.846236676250011	0.433414628950416	0.634566301992465	0.736323005149781	0.873673938788535	0.407884001886376	0.823564140818456	0.316735246009553	0.488151374320538	0.779059797979056	0.741972637843597	0.685350860865571	0.290053372508243	0.895100476302591	0.636532102279245	0.742522474599604	0.492289691149364	0.635733013002554	0.778809057280818	0.724725048246324	0.635065681957746	0.635907877322644	0.293727848119011	0.801131287938823	0.928719983025164	0.488151374320538	0.732193393218806	0.551551152353632	0.585017079423363	0.194571852530222	0.389601538550416	0.0868345842260303	0.117445882395201	0	0.20163711834039	0.176026587012052	0.215919360753386	0.263742376875714	0.245278815096633	0	0.263053652463513	0.217423372141175	0.265431277701461	0.308882706150593	0.241584446589247	0.113806906103982	0.228434727971997	0.00495249590749037	0.242229390038202	0.165698561376851	0.250369924009593	0.25491609347687	0.265844792002913	0.232234165733591	0.276042199919901	0.176416405135959	0.191860284841994	0.142369840231283	0.163553022862097	0.15081267844104	0.0699478549626501	0.185548171125952	0.157971553216006	0.122098541311793	0.230878828573902	0.0876743810862686	0.01756748042209	0.131374457418426	0.1883430477681	0.197499521045044	0.273227634687104	0.141017607137875	0.095092778598833	0.114424218306494	0.166915681516732	0.25702774569542	0.0921322040389037	0.294398351182443	0.34585683689267	0.178303643300648	0.227559082176036	0.148464332840566	0.190675165420109	0.202355733761363	0.191092430252779	0.154446209641123	0.0441596169187603	0.248705501129533	0.112822702044357	0.254011875082503	0.0326601942422922	0.0486064477510267	0.139984295333537	0.132870590740586	0.0111556145970571	0.108801401090962	0.22701519504433	0.261465730575117	0.297229488459001	0	0.250338796085027	0.274677129901378	0.17956595838707	0.121641491524516	0.100501709945523	0.098505909114092	0.023112702105732	0.0739056568780336	0.0835608594548157	0.123081413876324	0	0.048658807576388	0	0.050830260350732	0	0.355707559390517	0.183378282215673
CELL_CELL_COMMUNICATION	0.813879065619825	0.857220533803713	0.834661862350855	0.759168868763641	0.642287632021334	0.899103502541961	0.766257181264687	0.679799201931744	0.757075943168542	0.699885261341634	0.689956815632586	0.981174406992701	0.846023585856157	0.644300897836991	0.737939479889014	0.646323738703672	0.914345302591529	0.701915177955971	0.732020163674915	0.683787926919165	0.702911661183368	0.646266511073132	0.65718640016025	0.728944706399428	0.783532384363168	0.774797888833597	0.964519454441451	0.682063588929728	0.924400053119789	0.816990753735793	0.622383160256477	0.813199476665459	1	0.821838466073584	0.791725054522272	0.708071380840972	0.953046301426703	0.659062470713917	0.811877600380296	0.792560631148015	0.637869766694521	0.771333323359848	0.741228192300714	0.860376776063596	0.640487557220498	0.820309599082644	0.691055421603996	0.878404691744994	0.616062684294409	0.888735691475938	0.817816218682323	0.78512836220135	1	0.678980472420685	0.765553514440067	0.938057489180808	0.663228822816594	0.804299374202948	0.731853693340844	0.892882996338748	0.886900221119835	0.787736465228385	0.710449842291739	0.762619764970114	0.715971673578771	0.779873272279836	0.802150993163	0.7009969260835	0.748892109310732	0.69608195239511	0.739631098112473	0.751469820316622	0.840143589634997	0.731300152420509	0.726271390643088	0.712159948464154	0.680554725450839	0.821838466073584	0.833525970509579	0.836106073183757	1	0.760782022076335	0.775799574114196	0.708865938144286	0.726384008374489	0.685907358031808	0.401157168662578	0.447907348006553	0.243276136661343	0.480617406016532	0.477511000637222	0.570795896341472	0.543915674694922	0.553979881151185	0.21764604197972	0.547178932570803	0.539239054530394	0.542744694246907	0.552960902640531	0.558882567949127	0.460314302280367	0.545033310878589	0.283028726047954	0.531524536144253	0.49250071007424	0.523001748161596	0.54022742810794	0.528041176152611	0.528394413167916	0.534699054982904	0.517833853092507	0.533935739864156	0.485839330106963	0.499435244565914	0.502911415473304	0.436064090941821	0.515117078530569	0.479287333639919	0.496918911966771	0.530562258415932	0.422707807960071	0.266683871902033	0.462638432064601	0.500540336614358	0.522183552914803	0.593260074236794	0.474751782815007	0.447078511535862	0.44556699814768	0.501674984411404	0.552261317675668	0.483369745699638	0.522143206331947	0.509337121170743	0.487360399449688	0.476270803203809	0.498320147096617	0.502124101413725	0.521559968216613	0.540389484370094	0.47537588808133	0.350913473592702	0.541479405952169	0.468029477860955	0.544838778320941	0.355241891690891	0.334585431814924	0.481497902768279	0.47270673107501	0.217261029710911	0.45705815193423	0.547833601032946	0.547102971034687	0.561620341614875	0.239132305037198	0.534587906935575	0.567853344185065	0.505223994913089	0.500291992787294	0.465716441902667	0.455905868213683	0.27499274141935	0.386770159957909	0.371597930082487	0.429833865519715	0.253015292556841	0.37722210819642	0.24663125791845	0.368843537226025	0.272267073313741	0	0.501660326265275
