hs10 102436512 102436584 hs10 102436512 102436584
hs10 103394253 103394401 hs17 1713903 1713987
hs10 103394253 103394401 hs17 31559996 31560083
hs1 109598893 109598967 hs4 38868032 38868127
hs11 122152229 122152308 hs17 7223297 7223379
hs11 122152229 122152308 hs21 16539089 16539169
hs11 122152229 122152308 hs21 16590237 16590325
hs11 122152229 122152308 hsX 63786002 63786087
hs1 1167104 1167198 hs1 1167104 1167198
hs1 1167104 1167198 hs1 1169005 1169087
hs1 1167104 1167198 hs1 209432133 209432242
hs1 1167104 1167198 hs1 209432133 209432242
hs1 1167104 1167198 hs1 209432133 209432242
hs1 1167104 1167198 hs1 209432133 209432242
hs1 1167104 1167198 hs12 6963699 6963766
hs1 1167104 1167198 hs12 6963699 6963766
hs1 1167104 1167198 hs12 6963699 6963766
hs1 1167104 1167198 hs14 104117405 104117514
hs1 1167104 1167198 hs2 219001645 219001708
hs1 1167863 1167952 hs1 1167104 1167198
hs1 1167863 1167952 hs1 1167104 1167198
hs1 1167863 1167952 hs1 1167104 1167198
hs1 1167863 1167952 hs1 1167104 1167198
hs1 1167863 1167952 hs1 1167863 1167952
hs1 1167863 1167952 hs1 1169005 1169087
hs1 1167863 1167952 hs1 1169005 1169087
hs1 1167863 1167952 hs12 6963699 6963766
hs1 1167863 1167952 hs12 6963699 6963766
hs1 1167863 1167952 hs12 6963699 6963766
hs1 1167863 1167952 hs14 104117405 104117514
hs1 1167863 1167952 hs14 104117405 104117514
hs1 1167863 1167952 hs2 219001645 219001708
hs1 156420341 156420429 hs1 156420341 156420429
hs11 568089 568198 hs12 57519163 57519259
hs11 568089 568198 hs9 114209434 114209529
hs11 57641198 57641286 hs11 72615063 72615130
hs11 72615063 72615130 hs11 72615063 72615130
hs11 72615063 72615130 hs12 6964097 6964191
hs11 72615063 72615130 hs16 14309285 14309371
hs11 72615063 72615130 hs17 31559996 31560083
hs11 72615063 72615130 hs17 31559996 31560083
hs11 72615063 72615130 hs5 149732825 149732890
hs11 72615063 72615130 hs5 149732825 149732890
hs11 72615063 72615130 hs5 149732825 149732890
hs11 72615063 72615130 hs7 130496111 130496204
hs11 72615063 72615130 hsX 146027794 146027872
hs11 72615063 72615130 hsX 151958578 151958658
hs11 72615063 72615130 hsX 151959628 151959712
hs11 72615063 72615130 hsX 151959628 151959712
hs1 205448302 205448398 hs12 6964097 6964191
hs1 205448302 205448398 hs12 6964097 6964191
hs1 207801852 207801939 hs3 168551854 168551949
hs1 207802443 207802523 hsX 110055329 110055426
hs1 209432133 209432242 hs1 1169005 1169087
hs1 209432133 209432242 hs1 209432133 209432242
hs1 220117853 220117962 hs17 1713903 1713987
hs1 220117853 220117962 hs5 149732825 149732890
hs1 220117853 220117962 hs7 130496111 130496204
hs1 220117853 220117962 hsX 110055329 110055426
hs1 220117853 220117962 hsX 151958578 151958658
hs1 220117853 220117962 hsX 151959628 151959712
hs1 220117853 220117962 hsX 151959628 151959712
hs12 53991738 53991847 hs1 1167863 1167952
hs12 53991738 53991847 hs17 81125877 81125955
hs12 6963699 6963766 hs1 1169005 1169087
hs12 6963699 6963766 hs12 6963699 6963766
hs12 6963699 6963766 hs14 104117405 104117514
hs12 6963699 6963766 hs14 104117405 104117514
hs12 6963699 6963766 hs2 219001645 219001708
hs12 6964097 6964191 hs1 1167104 1167198
hs12 6964097 6964191 hs1 1167104 1167198
hs12 6964097 6964191 hs1 1167104 1167198
hs12 6964097 6964191 hs1 1167863 1167952
hs12 6964097 6964191 hs1 1167863 1167952
hs12 6964097 6964191 hs1 1167863 1167952
hs12 6964097 6964191 hs1 1169005 1169087
hs12 6964097 6964191 hs1 1169005 1169087
hs12 6964097 6964191 hs1 209432133 209432242
hs12 6964097 6964191 hs1 209432133 209432242
hs12 6964097 6964191 hs12 53991738 53991847
hs12 6964097 6964191 hs12 6963699 6963766
hs12 6964097 6964191 hs12 6963699 6963766
hs12 6964097 6964191 hs12 6963699 6963766
hs12 6964097 6964191 hs12 6964097 6964191
hs12 6964097 6964191 hs14 104117405 104117514
hs12 6964097 6964191 hs16 14303967 14304049
hs12 6964097 6964191 hs16 14303967 14304049
hs12 6964097 6964191 hs5 149732825 149732890
hs12 6964097 6964191 hs5 149732825 149732890
hs12 6964097 6964191 hs7 25949919 25949986
hs12 6964097 6964191 hs7 25949919 25949986
hs12 6964097 6964191 hs7 25949919 25949986
hs12 6964097 6964191 hs9 21512115 21512185
hs12 6964097 6964191 hs9 21512115 21512185
hs12 6964097 6964191 hs9 21512115 21512185
hs13 50049119 50049201 hs22 20033139 20033220
hs14 100109655 100109753 hs14 100109655 100109753
hs14 104117405 104117514 hs2 219001645 219001708
hs14 104117405 104117514 hs6 71403551 71403621
hs16 14303967 14304049 hs1 109598893 109598967
hs16 14303967 14304049 hs1 1167863 1167952
hs16 14303967 14304049 hs1 207802443 207802523
hs16 14303967 14304049 hs12 6963699 6963766
hs16 14303967 14304049 hs14 104117405 104117514
hs16 14303967 14304049 hs14 104117405 104117514
hs16 14303967 14304049 hs16 14303967 14304049
hs16 14303967 14304049 hs16 14309285 14309371
hs16 14303967 14304049 hs16 15643294 15643372
hs16 14303967 14304049 hs17 1713903 1713987
hs16 14303967 14304049 hs5 149732825 149732890
hs16 14303967 14304049 hsX 110055329 110055426
hs16 14303967 14304049 hsX 110055329 110055426
hs16 14303967 14304049 hsX 146027794 146027872
hs16 14303967 14304049 hsX 151958578 151958658
hs16 14303967 14304049 hsX 151958578 151958658
hs16 14303967 14304049 hsX 151958578 151958658
hs16 14303967 14304049 hsX 151959628 151959712
hs16 14309285 14309371 hs5 149732825 149732890
hs16 14309285 14309371 hsX 151959628 151959712
hs16 14309285 14309371 hsX 151959628 151959712
hs16 69933081 69933180 hs19 13836287 13836359
hs16 69933081 69933180 hsX 85903636 85903707
hs17 1713903 1713987 hs16 14309285 14309371
hs17 1713903 1713987 hs16 15643294 15643372
hs17 1713903 1713987 hs5 149732825 149732890
hs17 1713903 1713987 hs7 130496111 130496204
hs17 1713903 1713987 hs9 21512115 21512185
hs17 1713903 1713987 hsX 110055329 110055426
hs17 1713903 1713987 hsX 146027794 146027872
hs17 1713903 1713987 hsX 151959628 151959712
hs17 1713903 1713987 hsX 151959628 151959712
hs17 28861369 28861440 hs8 41660441 41660508
